"Class[Size] ->","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]"
"2002M07",1.80000000e+02,8.35605612e-01,9.10000000e+00,6.94785663e+00,7.86000000e+00,4.11000000e+00,1.36597000e+04,9.14550000e+03,2.04262000e+04,4.60784000e+04,2.49623000e+04,6.79685783e+01,1.36500000e+02,8.84700000e+01,1.76000000e+00,1.90500000e+02,7.63930000e+01,7.76920000e+01,2.69661905e+01,5.19295685e+00,2.06178661e+00,9.52220517e+00,9.12101723e+00,9.92457367e+00,1.07380996e+01,1.01251220e+01,4.21904552e+00,4.91632461e+00,4.48266351e+00,5.24965219e+00,4.33589107e+00,4.35275229e+00,3.29458388e+00,1.45497810e-02,7.66287275e-03,1.19221693e-01,1.35346577e-01,1.06736602e-01,9.14849071e-02,9.11633235e-02,5.65026474e-02,NaN,2.03666058e-03,2.17572923e-02,1.18511322e-02,1.52654919e-02,2.02823556e-02,2.22469502e-03,-5.07615303e-03,3.66754365e-02,4.54089752e-02,8.75742856e-03,1.15095209e-02,3.48732337e-03,5.67043816e-02,6.42943507e-02,9.04670422e-04,1.57604446e-03,2.20157606e-03,2.03574214e-03,5.51801976e-02,4.21904552e+00,4.22813497e+00,5.65473250e-02,3.19450332e-03,4.48266351e+00,2.03666058e-03,9.04670422e-04,4.22332807e+00,4.80689698e-03,4.48411458e+00,-1.45107114e-03,4.22716023e+00,9.74735138e-04,4.48919893e+00,-6.53541633e-03
"2002M08",1.80500000e+02,-2.61689020e-02,7.73000000e+00,6.38087064e+00,7.77000000e+00,4.91000000e+00,1.37379000e+04,8.75260000e+03,1.99775000e+04,4.56953000e+04,2.49688000e+04,6.75487166e+01,1.62300000e+02,8.85900000e+01,1.81000000e+00,1.91100000e+02,7.65430000e+01,7.78450000e+01,2.83850000e+01,5.19573078e+00,2.05027016e+00,9.52791372e+00,9.07710608e+00,9.90236192e+00,1.07297507e+01,1.01253823e+01,4.21284906e+00,5.08944647e+00,4.48401898e+00,5.25279685e+00,4.33785267e+00,4.35471967e+00,3.34586084e+00,1.73237079e-02,-1.02433674e-02,1.34160716e-01,1.07220740e-01,1.26264655e-01,8.05520071e-02,9.66154592e-02,5.41134792e-02,NaN,3.95860948e-03,2.32938007e-02,1.39319612e-02,1.67363587e-02,3.62703556e-02,2.77392688e-03,-1.15164421e-02,5.70854472e-03,-4.39111559e-02,-2.22117503e-02,-8.34884559e-03,2.60358776e-04,-6.19645063e-03,1.73121860e-01,1.35547293e-03,3.14465668e-03,1.96160548e-03,1.96737817e-03,5.12769597e-02,4.21284906e+00,4.23180420e+00,5.45700918e-02,3.66923569e-03,4.48401898e+00,3.95860948e-03,1.35547293e-03,4.22599533e+00,5.80887266e-03,4.48507288e+00,-1.05389225e-03,4.23261164e+00,-8.07435450e-04,4.48865018e+00,-4.63119548e-03
"2002M09",1.80800000e+02,-2.61757226e-01,7.10000000e+00,6.13004482e+00,7.78000000e+00,4.45000000e+00,1.28128000e+04,8.69940000e+03,1.98195000e+04,4.56501000e+04,2.49293000e+04,6.70921615e+01,1.57300000e+02,8.86600000e+01,1.85000000e+00,1.91300000e+02,7.66810000e+01,7.79720000e+01,2.96635000e+01,5.19739145e+00,2.05155634e+00,9.45819995e+00,9.07100934e+00,9.89442158e+00,1.07287611e+01,1.01237991e+01,4.20606722e+00,5.05815481e+00,4.48480883e+00,5.25384288e+00,4.33965396e+00,4.35634979e+00,3.38991733e+00,1.50462577e-02,-2.16155905e-02,4.74525539e-02,9.71764165e-02,6.06968387e-02,6.52039473e-02,8.14413044e-02,6.48331827e-02,NaN,4.97513464e-03,2.21996432e-02,1.91437502e-02,2.40650201e-02,1.24178012e-01,1.66067019e-03,1.28617381e-03,-6.97137654e-02,-6.09674132e-03,-7.94033873e-03,-9.89650353e-04,-1.58322695e-03,-6.78184615e-03,-3.12916645e-02,7.89844893e-04,1.04602520e-03,1.80128488e-03,1.63011774e-03,4.40564972e-02,4.20606722e+00,4.24953393e+00,6.56273100e-02,1.77297293e-02,4.48480883e+00,4.97513464e-03,7.89844893e-04,4.22863536e+00,2.08985676e-02,4.48607800e+00,-1.26917145e-03,4.23779579e+00,1.17381429e-02,4.48913050e+00,-4.32167557e-03
"2002M10",1.81200000e+02,2.79940492e-01,6.60000000e+00,5.80633003e+00,7.73000000e+00,4.47000000e+00,1.34560000e+04,8.91710000e+03,1.99166000e+04,4.58613000e+04,2.51376000e+04,6.65236669e+01,1.76300000e+02,8.88100000e+01,1.82000000e+00,1.91500000e+02,7.68210000e+01,7.80380000e+01,2.88365217e+01,5.19960139e+00,2.04510886e+00,9.50718038e+00,9.09572606e+00,9.89930883e+00,1.07333769e+01,1.01321200e+01,4.19755778e+00,5.17218709e+00,4.48649926e+00,5.25488781e+00,4.34147804e+00,4.35719589e+00,3.36164270e+00,2.00675631e-02,-4.79890055e-02,6.27778841e-02,7.79636631e-02,7.33774995e-02,6.91185689e-02,6.50605847e-02,3.22702781e-02,NaN,8.25376386e-03,2.16424388e-02,1.74513499e-02,1.78940983e-02,2.62922287e-01,2.20994565e-03,-6.44747559e-03,4.89804320e-02,2.47167239e-02,4.88725332e-03,4.61582655e-03,8.32091469e-03,-8.50944110e-03,1.14032279e-01,1.69042695e-03,1.04493217e-03,1.82408097e-03,8.46099659e-04,-2.82746341e-02,4.19755778e+00,4.23436995e+00,3.23573503e-02,-1.51639802e-02,4.48649926e+00,8.25376386e-03,1.69042695e-03,4.23124800e+00,3.12194696e-03,4.48713220e+00,-6.32943853e-04,4.23926771e+00,-4.89775734e-03,4.48943959e+00,-2.94033636e-03
"2002M11",1.81500000e+02,4.53633433e-01,6.34000000e+00,5.64097580e+00,7.61000000e+00,5.40000000e+00,1.51807000e+04,8.92820000e+03,2.03795000e+04,4.60600000e+04,2.52875000e+04,6.94305300e+01,1.43000000e+02,8.88400000e+01,1.23000000e+00,1.91900000e+02,7.68970000e+01,7.81140000e+01,2.63521053e+01,5.20125565e+00,2.02946317e+00,9.62778016e+00,9.09697009e+00,9.92228477e+00,1.07377002e+01,1.01380655e+01,4.24032668e+00,4.96284463e+00,4.48683700e+00,5.25697440e+00,4.34246686e+00,4.35816930e+00,3.27154817e+00,2.22850448e-02,-5.99287007e-02,2.02376800e-01,4.91368787e-02,7.33590081e-02,6.21156373e-02,5.61472652e-02,2.36681325e-02,NaN,9.61382737e-03,2.00006667e-02,1.91159702e-02,1.68344581e-02,2.94234480e-01,1.65426010e-03,-1.56456907e-02,1.20599781e-01,1.24402520e-03,2.29759388e-02,4.32327022e-03,5.94546928e-03,4.27689065e-02,-2.09342459e-01,3.37742756e-04,2.08659439e-03,9.88823771e-04,9.73410600e-04,-9.00945319e-02,4.24032668e+00,4.23633199e+00,2.49049571e-02,1.96203590e-03,4.48683700e+00,9.61382737e-03,3.37742756e-04,4.23383453e+00,2.49745314e-03,4.48823763e+00,-1.40063282e-03,4.23844510e+00,-2.11310774e-03,4.49045403e+00,-3.61702979e-03
"2002M12",1.81800000e+02,5.64481108e-01,6.33000000e+00,5.49681336e+00,7.65000000e+00,2.22000000e+00,1.62805000e+04,9.99960000e+03,2.16245000e+04,4.81807000e+04,2.53494000e+04,7.51062596e+01,1.58200000e+02,8.88600000e+01,1.16000000e+00,1.92100000e+02,7.69710000e+01,7.81870000e+01,2.94609524e+01,5.20290718e+00,2.03470565e+00,9.69772335e+00,9.21030037e+00,9.98158221e+00,1.07827138e+01,1.01405103e+01,4.31890391e+00,5.06386006e+00,4.48706210e+00,5.25801607e+00,4.34342873e+00,4.35910339e+00,3.38306574e+00,2.45001119e-02,-3.97233520e-02,1.54259200e-01,5.37933589e-02,7.24804468e-02,6.44523216e-02,3.70741709e-02,3.35965562e-02,NaN,1.02936263e-02,1.94487076e-02,2.11122891e-02,1.75342363e-02,4.18362558e-01,1.65152804e-03,5.24247596e-03,6.99431884e-02,1.13330285e-01,5.92974375e-02,4.50136315e-02,2.44485862e-03,7.85772224e-02,1.01015425e-01,2.25098482e-04,1.04166676e-03,9.61863490e-04,9.34095179e-04,1.11517571e-01,4.31890391e+00,4.24839796e+00,3.37468751e-02,1.20659758e-02,4.48706210e+00,1.02936263e-02,2.25098482e-04,4.23639645e+00,1.20015100e-02,4.48939641e+00,-2.33431156e-03,4.24371507e+00,4.68288842e-03,4.49048184e+00,-3.41974462e-03
"2003M01",1.82600000e+02,1.19170985e+00,6.20000000e+00,4.88872578e+00,7.80000000e+00,1.03000000e+00,1.42688000e+04,9.41040000e+03,2.22115000e+04,4.83722000e+04,2.49589000e+04,7.23974124e+01,1.64800000e+02,8.90900000e+01,1.33000000e+00,1.92400000e+02,7.72010000e+01,7.82400000e+01,3.29471429e+01,5.20729797e+00,2.05412373e+00,9.56583061e+00,9.14957074e+00,1.00083655e+01,1.07866805e+01,1.01249858e+01,4.28217056e+00,5.10473262e+00,4.48964709e+00,5.25957654e+00,4.34641241e+00,4.35978103e+00,3.49490455e+00,2.72012330e-02,-2.78146882e-02,3.55321889e-02,6.89860402e-02,1.26540856e-01,7.69894876e-02,2.47643331e-02,4.13657680e-02,6.83485270e-01,1.23102803e-02,1.94180859e-02,2.31940792e-02,1.76523335e-02,5.13536856e-01,4.39078642e-03,1.94180859e-02,-1.31892737e-01,-6.07296315e-02,2.67832416e-02,3.96674261e-03,-1.55245891e-02,-3.67333483e-02,4.08725621e-02,2.58499722e-03,1.56046846e-03,2.98368278e-03,6.77632404e-04,1.11838807e-01,4.28217056e+00,4.25462383e+00,4.25407806e-02,6.22586263e-03,4.48964709e+00,1.23102803e-02,2.58499722e-03,4.23893543e+00,1.56883911e-02,4.49061055e+00,-9.63452915e-04,4.25004554e+00,4.57828402e-03,4.49215584e+00,-2.50874076e-03
"2003M02",1.83600000e+02,6.91244226e-01,6.00000000e+00,4.57630606e+00,7.83000000e+00,4.13000000e+00,1.56608000e+04,9.42430000e+03,2.18875000e+04,4.82728000e+04,2.48898000e+04,7.06662922e+01,1.44700000e+02,8.90800000e+01,1.33000000e+00,1.92500000e+02,7.75260000e+01,7.83480000e+01,3.58284211e+01,5.21275948e+00,2.05796251e+00,9.65891605e+00,9.15104674e+00,9.99367098e+00,1.07846235e+01,1.01222134e+01,4.25796869e+00,4.97466263e+00,4.48953484e+00,5.26009615e+00,4.35061336e+00,4.36116044e+00,3.57874146e+00,3.09759279e-02,-1.39507653e-02,1.72536121e-01,6.69727850e-02,9.39454918e-02,7.04480168e-02,1.69611651e-02,4.09856310e-02,4.03049231e-01,1.18571769e-02,1.78201781e-02,2.57127907e-02,1.71212812e-02,5.47464252e-01,5.46151003e-03,3.83877631e-03,9.30854394e-02,1.47599935e-03,-1.46944752e-02,-2.05701350e-03,-2.77239103e-03,-2.42018715e-02,-1.30069984e-01,-1.12252343e-04,5.19615496e-04,4.20095365e-03,1.37941627e-03,8.38369167e-02,4.25796869e+00,4.25027038e+00,4.06100917e-02,-4.35344725e-03,4.48953484e+00,1.18571769e-02,-1.12252343e-04,4.24145399e+00,8.81639297e-03,4.49188190e+00,-2.34705897e-03,4.24828647e+00,1.98390625e-03,4.49344509e+00,-3.91024927e-03
"2003M03",1.83900000e+02,4.32240044e-01,5.78000000e+00,4.53335189e+00,7.91000000e+00,1.41000000e+00,1.46938000e+04,9.47820000e+03,2.19390000e+04,4.82972000e+04,2.50468000e+04,7.43824222e+01,1.60800000e+02,8.90900000e+01,1.38000000e+00,1.92500000e+02,7.77250000e+01,7.84740000e+01,3.35133333e+01,5.21439213e+00,2.06812778e+00,9.59518092e+00,9.15674970e+00,9.99602115e+00,1.07851289e+01,1.01285014e+01,4.30921965e+00,5.08016136e+00,4.48964709e+00,5.26009615e+00,4.35317696e+00,4.36276736e+00,3.51194337e+00,2.98035304e-02,0.00000000e+00,4.67096828e-02,1.46132289e-02,6.56142017e-02,5.88110741e-02,1.47528758e-02,5.10267481e-02,3.88813475e-01,1.09475728e-02,1.72914971e-02,2.55669091e-02,1.75343859e-02,3.12005746e-01,1.63265342e-03,1.01652718e-02,-6.37351387e-02,5.70296480e-03,2.35017734e-03,5.05332930e-04,6.28799387e-03,5.12509669e-02,1.05498723e-01,1.12252343e-04,0.00000000e+00,2.56359198e-03,1.60691774e-03,-6.67980930e-02,4.30921965e+00,4.25702186e+00,5.02650963e-02,6.75147645e-03,4.48964709e+00,1.09475728e-02,1.12252343e-04,4.24395570e+00,1.30661528e-02,4.49321226e+00,-3.56516232e-03,4.25346750e+00,3.55435657e-03,4.49443327e+00,-4.78617269e-03
"2003M04",1.83200000e+02,4.47257367e-01,5.67000000e+00,4.63139225e+00,7.91000000e+00,8.70000000e-01,1.61117000e+04,9.66100000e+03,2.20446000e+04,4.86216000e+04,2.52353000e+04,7.15802765e+01,1.81100000e+02,8.91200000e+01,1.31000000e+00,1.92500000e+02,7.75930000e+01,7.85610000e+01,2.81704762e+01,5.21057845e+00,2.06812778e+00,9.68730100e+00,9.17585244e+00,1.00008230e+01,1.07918232e+01,1.01359991e+01,4.27081957e+00,5.19904936e+00,4.48998378e+00,5.26009615e+00,4.35147722e+00,4.36387539e+00,3.33827449e+00,2.15180716e-02,1.14432272e-02,1.47529546e-01,7.88375549e-02,9.27111089e-02,6.46076286e-02,2.63880054e-02,2.73407387e-02,2.63137617e-01,1.12842542e-02,1.46522768e-02,1.96917987e-02,1.58580745e-02,7.33134506e-02,-3.81367937e-03,0.00000000e+00,9.21200800e-02,1.91027377e-02,4.80179898e-03,6.69428865e-03,7.49773311e-03,-3.84000857e-02,1.18888008e-01,3.36681446e-04,0.00000000e+00,-1.69973901e-03,1.10803335e-03,-1.73668884e-01,4.27081957e+00,4.24770343e+00,2.79146243e-02,-9.31842715e-03,4.48998378e+00,1.12842542e-02,3.36681446e-04,4.24644479e+00,1.25863479e-03,4.49460324e+00,-4.61946242e-03,4.25905898e+00,-1.13555530e-02,4.49579747e+00,-5.81369712e-03
"2003M05",1.82900000e+02,2.52037322e-01,5.56000000e+00,4.80374951e+00,7.90000000e+00,8.20000000e-01,1.48911000e+04,9.49870000e+03,2.17571000e+04,4.87643000e+04,2.55729000e+04,6.88363972e+01,1.87400000e+02,8.91800000e+01,1.28000000e+00,1.92900000e+02,7.75040000e+01,7.86740000e+01,2.81085714e+01,5.20893956e+00,2.06686276e+00,9.60851900e+00,9.15891023e+00,9.98769542e+00,1.07947538e+01,1.01492885e+01,4.23173263e+00,5.23324537e+00,4.49065680e+00,5.26217192e+00,4.35032955e+00,4.36531273e+00,3.33607456e+00,1.87643475e-02,3.80469704e-03,9.14589247e-02,8.60748454e-02,9.19326268e-02,7.99160862e-02,3.74015351e-02,1.75121963e-02,7.35660394e-01,1.02565002e-02,1.51478478e-02,1.78871426e-02,1.61838430e-02,3.87068825e-02,-1.63889684e-03,-1.26502231e-03,-7.87819971e-02,-1.69422154e-02,-1.31275329e-02,2.93061115e-03,1.32893891e-02,-3.90869330e-02,3.41960049e-02,6.73023020e-04,2.07576618e-03,-1.14766900e-03,1.43733926e-03,-2.19992298e-03,4.23173263e+00,4.24715338e+00,1.71921463e-02,-5.50044952e-04,4.49065680e+00,1.02565002e-02,6.73023020e-04,4.24892637e+00,-1.77299114e-03,4.49605622e+00,-5.39942308e-03,4.26698323e+00,-1.98298429e-02,4.49660471e+00,-5.94790734e-03
"2003M06",1.83100000e+02,2.68163895e-01,5.24000000e+00,4.87892614e+00,7.92000000e+00,1.10000000e+00,1.48704000e+04,9.76840000e+03,2.22590000e+04,4.95095000e+04,2.57087000e+04,6.58416052e+01,1.61500000e+02,8.92400000e+01,1.45000000e+00,1.93000000e+02,7.75880000e+01,7.87180000e+01,3.06623809e+01,5.21003245e+00,2.06939121e+00,9.60712794e+00,9.18690796e+00,1.00105017e+01,1.08099198e+01,1.01545847e+01,4.18725194e+00,5.08450514e+00,4.49132937e+00,5.26269019e+00,4.35141278e+00,4.36587185e+00,3.42303653e+00,1.93002958e-02,2.52844635e-03,1.21598204e-01,1.11299706e-01,9.46854592e-02,8.33297977e-02,3.29500927e-02,2.49108033e-02,2.32474879e-01,9.57052849e-03,1.46140388e-02,1.77232832e-02,1.51552961e-02,1.83632848e-01,1.09289628e-03,2.52844635e-03,-1.39105914e-03,2.79977389e-02,2.28062802e-02,1.51660826e-02,5.29625899e-03,-4.44806977e-02,-1.48740227e-01,6.72570365e-04,5.18268993e-04,1.08322813e-03,5.59113565e-04,8.69619641e-02,4.18725194e+00,4.24581780e+00,2.08773413e-02,-1.33557820e-03,4.49132937e+00,9.57052849e-03,6.72570365e-04,4.25140565e+00,-5.58784376e-03,4.49757226e+00,-6.24289402e-03,4.26314525e+00,-1.73274428e-02,4.49829378e+00,-6.96440659e-03
"2003M07",1.83700000e+02,2.67446728e-01,4.65000000e+00,4.81236010e+00,7.92000000e+00,1.48000000e+00,1.57577000e+04,1.01463000e+04,2.30142000e+04,5.03515000e+04,2.57585000e+04,7.00087418e+01,1.92000000e+02,8.94100000e+01,1.04000000e+00,1.93400000e+02,7.78160000e+01,7.89150000e+01,3.07545454e+01,5.21330399e+00,2.06939121e+00,9.66508441e+00,9.22486439e+00,1.00438667e+01,1.08267837e+01,1.01565199e+01,4.24862012e+00,5.25749537e+00,4.49323253e+00,5.26476058e+00,4.35434707e+00,4.36837132e+00,3.42603780e+00,2.03471413e-02,7.60459939e-03,1.42879243e-01,1.03847152e-01,1.19293026e-01,8.86841166e-02,3.13979830e-02,2.95746014e-02,3.41170757e-01,1.05690213e-02,1.51083885e-02,1.84559966e-02,1.56190319e-02,1.31453926e-01,3.27154054e-03,0.00000000e+00,5.79564748e-02,3.79564210e-02,3.33649955e-02,1.68638398e-02,1.93521371e-03,6.13681797e-02,1.72990229e-01,1.90316318e-03,2.07039411e-03,2.93428951e-03,2.49947793e-03,3.00127586e-03,4.24862012e+00,4.25758741e+00,2.94524445e-02,1.17696065e-02,4.49323253e+00,1.05690213e-02,1.90316318e-03,4.25388770e+00,3.69971470e-03,4.49915204e+00,-5.91951030e-03,4.26318253e+00,-5.59511799e-03,4.49866952e+00,-5.43698252e-03
"2003M08",1.84500000e+02,2.75068756e-01,4.96000000e+00,4.61244979e+00,7.92000000e+00,1.40000000e+00,1.51669000e+04,1.01177000e+04,2.32374000e+04,5.05218000e+04,2.59011000e+04,6.95494367e+01,1.78900000e+02,8.95400000e+01,1.01000000e+00,1.93600000e+02,7.80790000e+01,7.90040000e+01,3.15738095e+01,5.21764946e+00,2.06939121e+00,9.62687070e+00,9.22204164e+00,1.00535183e+01,1.08301602e+01,1.01620407e+01,4.24203782e+00,5.18682699e+00,4.49468545e+00,5.26579417e+00,4.35772113e+00,4.36949848e+00,3.45232796e+00,2.19186857e-02,1.91210414e-02,9.89569851e-02,1.44935566e-01,1.51156409e-01,1.00409478e-01,3.66583934e-02,2.91887543e-02,9.73805160e-02,1.06664684e-02,1.29973236e-02,1.98684602e-02,1.47788140e-02,1.06467128e-01,4.34547126e-03,0.00000000e+00,-3.82137129e-02,-2.82274171e-03,9.65163292e-03,3.37651612e-03,5.52076912e-03,-6.58229770e-03,-7.06683815e-02,1.45292007e-03,1.03359182e-03,3.37406908e-03,1.12716025e-03,2.62901614e-02,4.24203782e+00,4.26129480e+00,2.94905928e-02,3.70738398e-03,4.49468545e+00,1.06664684e-02,1.45292007e-03,4.25637721e+00,4.91758485e-03,4.50079581e+00,-6.11035484e-03,4.27516185e+00,-1.38670514e-02,4.49899410e+00,-4.30864518e-03
"2003M09",1.85100000e+02,4.15627612e-01,5.68000000e+00,4.62672567e+00,7.98000000e+00,1.45000000e+00,1.44906000e+04,1.00479000e+04,2.32303000e+04,5.06397000e+04,2.59841000e+04,6.76174748e+01,1.76600000e+02,8.96800000e+01,1.17000000e+00,1.93700000e+02,7.83230000e+01,7.91140000e+01,2.83114286e+01,5.22089622e+00,2.07693841e+00,9.58125544e+00,9.21511894e+00,1.00532127e+01,1.08324911e+01,1.01652401e+01,4.21386645e+00,5.17388729e+00,4.49624778e+00,5.26631057e+00,4.36084130e+00,4.37088985e+00,3.34326556e+00,2.35047716e-02,2.53820733e-02,1.23055492e-01,1.44109600e-01,1.58791159e-01,1.03730056e-01,4.14409940e-02,7.79923482e-03,1.15732478e-01,1.14389494e-02,1.24676940e-02,2.11873426e-02,1.45400624e-02,-4.66517743e-02,3.24675610e-03,7.54720564e-03,-4.56152584e-02,-6.92270785e-03,-3.05588616e-04,2.33092735e-03,3.19937365e-03,-2.81713656e-02,-1.29397023e-02,1.56232595e-03,5.16395570e-04,3.12016724e-03,1.39136617e-03,-1.09062405e-01,4.21386645e+00,4.25654927e+00,7.01534042e-03,-4.74552308e-03,4.49624778e+00,1.14389494e-02,1.56232595e-03,4.25887914e+00,-2.32986691e-03,4.50250339e+00,-6.25561457e-03,4.27526965e+00,-1.87203764e-02,4.50144143e+00,-5.19364624e-03
"2003M10",1.84900000e+02,4.30463579e-01,5.84000000e+00,4.67918759e+00,8.10000000e+00,1.71000000e+00,1.60633000e+04,1.06821000e+04,2.41853000e+04,5.17182000e+04,2.62911000e+04,6.76231239e+01,1.89900000e+02,8.99400000e+01,1.03000000e+00,1.94000000e+02,7.83330000e+01,7.92600000e+01,3.03382609e+01,5.21981514e+00,2.09186406e+00,9.68429245e+00,9.27632472e+00,1.00935003e+01,1.08535650e+01,1.01769858e+01,4.21394999e+00,5.24649762e+00,4.49914278e+00,5.26785816e+00,4.36096897e+00,4.37273359e+00,3.41240965e+00,2.02137448e-02,4.67551991e-02,1.77112064e-01,1.80598662e-01,1.94191456e-01,1.20188126e-01,4.48657457e-02,1.63922174e-02,7.43105284e-02,1.26435251e-02,1.29703504e-02,1.94909299e-02,1.55377002e-02,5.07669512e-02,-1.08108119e-03,1.49256502e-02,1.03037004e-01,6.12057860e-02,4.02875495e-02,2.10738969e-02,1.17456664e-02,8.35414817e-05,7.26103296e-02,2.89500258e-03,1.54758865e-03,1.27668267e-04,1.84373750e-03,6.91440914e-02,4.21394999e+00,4.25115648e+00,1.67865290e-02,-5.39279170e-03,4.49914278e+00,1.26435251e-02,2.89500258e-03,4.26139877e+00,-1.02422927e-02,4.50427421e+00,-5.13143033e-03,4.27480606e+00,-2.36495779e-02,4.50137486e+00,-2.23208296e-03
"2003M11",1.85000000e+02,4.53346521e-01,5.84000000e+00,4.69204550e+00,8.08000000e+00,1.96000000e+00,1.57108000e+04,1.07712000e+04,2.40915000e+04,5.18244000e+04,2.64801000e+04,7.10530374e+01,1.73400000e+02,9.01600000e+01,1.01000000e+00,1.94000000e+02,7.84320000e+01,7.93680000e+01,3.11083333e+01,5.22035583e+00,2.08939187e+00,9.66210365e+00,9.28463118e+00,1.00896144e+01,1.08556164e+01,1.01841488e+01,4.26342660e+00,5.15560106e+00,4.50158587e+00,5.26785816e+00,4.36223201e+00,4.37409526e+00,3.43747574e+00,1.91001714e-02,5.99287007e-02,3.43234897e-02,1.87661099e-01,1.67329588e-01,1.17916186e-01,4.60833050e-02,2.30999201e-02,1.92756434e-01,1.47488707e-02,1.08837560e-02,1.97651433e-02,1.59259662e-02,1.65927568e-01,5.40686685e-04,-2.47218915e-03,-2.21887929e-02,8.30646216e-03,-3.88592939e-03,2.05133032e-03,7.16302863e-03,4.94766091e-02,-9.08965535e-02,2.44308839e-03,0.00000000e+00,1.26303720e-03,1.36167659e-03,2.50660851e-02,4.26342660e+00,4.26176516e+00,2.54331763e-02,1.06086833e-02,4.50158587e+00,1.47488707e-02,2.44308839e-03,4.26394124e+00,-2.17607770e-03,4.50610724e+00,-4.52137011e-03,4.28152812e+00,-1.97629581e-02,4.50165743e+00,-7.15624069e-05
"2003M12",1.85500000e+02,5.82587993e-01,5.85000000e+00,4.76237729e+00,8.03000000e+00,1.83000000e+00,1.70384000e+04,1.19244000e+04,2.60511000e+04,5.33825000e+04,2.67662000e+04,7.51400847e+01,1.95600000e+02,9.03800000e+01,9.40000000e-01,1.94200000e+02,7.86050000e+01,7.94670000e+01,3.21290476e+01,5.22305488e+00,2.08318453e+00,9.74322490e+00,9.38634200e+00,1.01678153e+01,1.08852383e+01,1.01948952e+01,4.31935417e+00,5.27607176e+00,4.50402300e+00,5.26888856e+00,4.36443531e+00,4.37534184e+00,3.46976053e+00,2.01477003e-02,4.84788801e-02,4.55015476e-02,1.76041629e-01,1.86233063e-01,1.02524451e-01,5.43848364e-02,4.50261745e-04,2.12211702e-01,1.69609065e-02,1.08724861e-02,2.10065831e-02,1.62384478e-02,8.66947928e-02,2.69905697e-03,-6.20734457e-03,8.11212463e-02,1.01710815e-01,7.82009126e-02,2.96218961e-02,1.07463900e-02,5.59275641e-02,1.20470693e-01,2.43713425e-03,1.03039679e-03,2.20330330e-03,1.24657680e-03,3.22847952e-02,4.31935417e+00,4.25085094e+00,2.45298122e-03,-1.09142193e-02,4.50402300e+00,1.69609065e-02,2.43713425e-03,4.26651096e+00,-1.56600169e-02,4.50800110e+00,-3.97809468e-03,4.27983880e+00,-2.89878586e-02,4.50193687e+00,2.08613196e-03
"2004M01",1.86300000e+02,1.53369227e+00,6.21000000e+00,5.26853226e+00,8.11000000e+00,1.83000000e+00,1.59913000e+04,1.11226000e+04,2.55208000e+04,5.29747000e+04,2.68481000e+04,7.27411922e+01,1.94700000e+02,9.05800000e+01,1.03000000e+00,1.94600000e+02,7.89090000e+01,7.96710000e+01,3.43100000e+01,5.22735828e+00,2.09309787e+00,9.67980010e+00,9.31673435e+00,1.01472491e+01,1.08775697e+01,1.01979503e+01,4.28690783e+00,5.27145991e+00,4.50623344e+00,5.27094617e+00,4.36829529e+00,4.37790566e+00,3.53543686e+00,2.00603094e-02,3.89741344e-02,1.13969489e-01,1.67163614e-01,1.38883633e-01,9.08891726e-02,7.29645829e-02,4.73727089e-03,1.66727295e-01,1.65863434e-02,1.13696315e-02,2.18828795e-02,1.81246294e-02,4.05323111e-02,4.30339556e-03,9.91334017e-03,-6.34247959e-02,-6.96076466e-02,-2.05661878e-02,-7.66853581e-03,3.05515744e-03,-3.24463392e-02,-4.61184522e-03,2.21043414e-03,2.05761389e-03,3.85997914e-03,2.56381394e-03,6.56763256e-02,4.28690783e+00,4.26157504e+00,6.95121669e-03,1.07240981e-02,4.50623344e+00,1.65863434e-02,2.21043414e-03,4.26911220e+00,-7.53715685e-03,4.50995409e+00,-3.72065683e-03,4.27678392e+00,-1.52088783e-02,4.50258560e+00,3.64783772e-03
